"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species","art_predictions","sex_predictions"
"3477","Biscoe",53.15,15.9,219,5675,"MALE","Gentoo","Gentoo","MALE"
"3478","Biscoe",53.6,16.5,217,5375,"MALE","Gentoo","Gentoo","MALE"
"3479","Biscoe",53,15.15,222,5300,"MALE","Gentoo","Gentoo","MALE"
"3480","Biscoe",50.45,17.05,214.5,5850,"MALE","Gentoo","Gentoo","MALE"
"3481","Biscoe",45.6,15.85,225,5025,"MALE","Gentoo","Gentoo","MALE"
"3482","Biscoe",48.8,16.45,226,5750,"MALE","Gentoo","Gentoo","MALE"
"3483","Biscoe",49.85,15.75,215,5450,"MALE","Gentoo","Gentoo","MALE"
"3484","Biscoe",49.95,17.2,228.5,5725,"MALE","Gentoo","Gentoo","MALE"
"3485","Biscoe",49.75,15.4,214.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3486","Biscoe",50.1,16.3,214,5425,"MALE","Gentoo","Gentoo","MALE"
"3487","Biscoe",46.4,15.9,221.5,5875,"MALE","Gentoo","Gentoo","MALE"
"3488","Biscoe",49.15,15.25,221,5425,"MALE","Gentoo","Gentoo","MALE"
"3489","Biscoe",54.35,16.4,225.5,5275,"MALE","Gentoo","Gentoo","MALE"
"3490","Biscoe",49.9,15.25,223,5525,"MALE","Gentoo","Gentoo","MALE"
"3491","Biscoe",46.55,16.35,216,5700,"MALE","Gentoo","Gentoo","MALE"
"3492","Biscoe",48.75,15.2,220,5375,"MALE","Gentoo","Gentoo","MALE"
"3493","Biscoe",47.6,14.95,224,5575,"MALE","Gentoo","Gentoo","MALE"
"3494","Biscoe",48.35,16.2,223,5475,"MALE","Gentoo","Gentoo","MALE"
"3495","Biscoe",49.5,15.65,228,5500,"MALE","Gentoo","Gentoo","MALE"
"3496","Biscoe",51.8,14.55,219,5087.5,"MALE","Gentoo","Gentoo","FEMALE"
"3497","Biscoe",45.2,16.55,219,5275,"MALE","Gentoo","Gentoo","MALE"
"3498","Biscoe",49.35,15.15,217,5825,"MALE","Gentoo","Gentoo","MALE"
"3499","Biscoe",51.35,16.35,228,5525,"MALE","Gentoo","Gentoo","MALE"
"3500","Biscoe",49.2,16,221.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3501","Biscoe",46.75,15.25,227.5,6075,"MALE","Gentoo","Gentoo","MALE"
"3502","Biscoe",48.15,15.3,226,5475,"MALE","Gentoo","Gentoo","MALE"
"3503","Biscoe",52.55,15.55,213.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3504","Biscoe",48.45,15.5,221.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3505","Biscoe",50.75,15.6,227,5525,"MALE","Gentoo","Gentoo","MALE"
"3506","Biscoe",47,15.8,218.5,5875,"MALE","Gentoo","Gentoo","MALE"
"3507","Biscoe",48.3,15.75,222,5675,"MALE","Gentoo","Gentoo","MALE"
"3508","Biscoe",49.45,16.6,222.5,5575,"MALE","Gentoo","Gentoo","MALE"
"3509","Biscoe",49.1,15.6,223,5375,"MALE","Gentoo","Gentoo","MALE"
"3510","Biscoe",49.3,16.15,222,5475,"MALE","Gentoo","Gentoo","MALE"
"3511","Biscoe",50.2,16.6,216.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3512","Biscoe",48.65,17,214,5575,"MALE","Gentoo","Gentoo","MALE"
"3513","Biscoe",50.6,15.7,215,5250,"MALE","Gentoo","Gentoo","MALE"
"3514","Biscoe",48.4,16.05,219.5,5175,"MALE","Gentoo","Gentoo","MALE"
"3515","Biscoe",51.9,16.55,217,5462.5,"MALE","Gentoo","Gentoo","MALE"
"3516","Biscoe",49.1,16.05,218.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3517","Biscoe",53.15,15.35,224.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3518","Biscoe",50.65,15.8,219.5,5575,"MALE","Gentoo","Gentoo","MALE"
"3519","Biscoe",54.2,16.05,224,5675,"MALE","Gentoo","Gentoo","MALE"
"3520","Biscoe",51.4,15.55,220.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3521","Biscoe",54.6,15.2,220,5350,"MALE","Gentoo","Gentoo","MALE"
"3522","Biscoe",50.7,16.15,221.5,5700,"MALE","Gentoo","Gentoo","MALE"
"3523","Biscoe",46.8,16.05,223.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3524","Biscoe",47.7,15.85,223,5425,"MALE","Gentoo","Gentoo","MALE"
"3525","Biscoe",49.85,15.8,226.5,5750,"MALE","Gentoo","Gentoo","MALE"
"3526","Biscoe",49.4,15.15,221.5,5150,"MALE","Gentoo","Gentoo","MALE"
"3527","Biscoe",48.5,15.75,226.5,5325,"MALE","Gentoo","Gentoo","MALE"
"3528","Biscoe",49.25,16.7,219,5387.5,"MALE","Gentoo","Gentoo","MALE"
"3529","Biscoe",49.25,15.6,215.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3530","Biscoe",49.9,15.3,219,5350,"MALE","Gentoo","Gentoo","MALE"
"3531","Biscoe",48.7,15.45,222.5,5250,"MALE","Gentoo","Gentoo","MALE"
"3532","Biscoe",49.15,16.35,226.5,5250,"MALE","Gentoo","Gentoo","MALE"
"3533","Biscoe",51.7,15.8,228.5,5325,"MALE","Gentoo","Gentoo","MALE"
"3534","Biscoe",49.8,15.75,215,5162.5,"MALE","Gentoo","Gentoo","MALE"
"3535","Biscoe",47.2,15.55,220,5300,"MALE","Gentoo","Gentoo","MALE"
"3536","Biscoe",55.2,15.55,216,5225,"MALE","Gentoo","Gentoo","MALE"
"3537","Biscoe",48.25,16.25,219,5400,"MALE","Gentoo","Gentoo","MALE"
"3538","Biscoe",50.95,15.65,224.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3539","Biscoe",47.2,15.45,221.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3540","Biscoe",46.7,15.8,215.5,5875,"MALE","Gentoo","Gentoo","MALE"
"3541","Biscoe",50.15,15.75,218,5500,"MALE","Gentoo","Gentoo","MALE"
"3542","Biscoe",51.3,15.45,218.5,5162.5,"MALE","Gentoo","Gentoo","MALE"
"3543","Biscoe",46.7,16.2,216.5,5400,"MALE","Gentoo","Gentoo","MALE"
"3544","Biscoe",50,15.45,219.5,5800,"MALE","Gentoo","Gentoo","MALE"
"3545","Biscoe",50,15.45,224.5,5400,"MALE","Gentoo","Gentoo","MALE"
"3546","Biscoe",50.6,15.15,219,5625,"MALE","Gentoo","Gentoo","MALE"
"3547","Biscoe",48.5,15.9,214,5725,"MALE","Gentoo","Gentoo","MALE"
"3548","Biscoe",49.9,15.75,222.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3549","Biscoe",50.4,16.6,224,5450,"MALE","Gentoo","Gentoo","MALE"
"3550","Biscoe",47.5,15.75,224.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3551","Biscoe",49.75,15.95,214,5550,"MALE","Gentoo","Gentoo","MALE"
"3552","Biscoe",49.7,15.5,227.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3553","Biscoe",50.4,16.4,214,5425,"MALE","Gentoo","Gentoo","MALE"
"3554","Biscoe",52.15,15.85,221,5400,"MALE","Gentoo","Gentoo","MALE"
"3555","Biscoe",50.95,15.65,225,5600,"MALE","Gentoo","Gentoo","MALE"
"3556","Biscoe",51.05,15.45,224,5900,"MALE","Gentoo","Gentoo","MALE"
"3557","Biscoe",50.55,15.1,221.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3558","Biscoe",47,15.3,219,5050,"MALE","Gentoo","Gentoo","MALE"
"3559","Biscoe",48.05,16.05,218,5350,"MALE","Gentoo","Gentoo","MALE"
"3560","Biscoe",48.85,14.7,222.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3561","Biscoe",50.35,15.8,221.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3562","Biscoe",47.25,15.95,215.5,5550,"MALE","Gentoo","Gentoo","MALE"
"3563","Biscoe",47.7,16,222,5350,"MALE","Gentoo","Gentoo","MALE"
"3564","Biscoe",46.85,16.65,220.5,5275,"MALE","Gentoo","Gentoo","MALE"
"3565","Biscoe",48.3,15.8,216,5675,"MALE","Gentoo","Gentoo","MALE"
"3566","Biscoe",51.2,15.1,224,5625,"MALE","Gentoo","Gentoo","MALE"
"3567","Biscoe",50.15,15.8,227.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3568","Biscoe",49.6,15.3,221.5,5450,"MALE","Gentoo","Gentoo","MALE"
"3569","Biscoe",50.15,15.1,228,5600,"MALE","Gentoo","Gentoo","MALE"
"3570","Biscoe",48.05,16.4,223.5,5750,"MALE","Gentoo","Gentoo","MALE"
"3571","Biscoe",48.6,15.9,217,5137.5,"MALE","Gentoo","Gentoo","MALE"
"3572","Biscoe",48.65,16.4,223.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3573","Biscoe",49.9,15.95,221.5,5750,"MALE","Gentoo","Gentoo","MALE"
"3574","Biscoe",49.45,16.45,223,5300,"MALE","Gentoo","Gentoo","MALE"
"3575","Biscoe",50.15,16.4,219.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3576","Biscoe",46.45,15.65,221.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3577","Biscoe",49.9,16,223,5250,"MALE","Gentoo","Gentoo","MALE"
"3578","Biscoe",49.45,16,227,5900,"MALE","Gentoo","Gentoo","MALE"
"3579","Biscoe",49.05,15.6,222.5,5250,"MALE","Gentoo","Gentoo","MALE"
"3580","Biscoe",47.75,16,222.5,5150,"MALE","Gentoo","Gentoo","MALE"
"3581","Biscoe",47.95,14.95,217.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3582","Biscoe",53.25,15.8,221,5425,"MALE","Gentoo","Gentoo","MALE"
"3583","Biscoe",48,15.7,221.5,5700,"MALE","Gentoo","Gentoo","MALE"
"3584","Biscoe",48.55,16.3,229.5,5400,"MALE","Gentoo","Gentoo","MALE"
"3585","Biscoe",49.6,15.75,222.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3586","Biscoe",47.1,16.15,221.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3587","Biscoe",47.2,15.85,220,5300,"MALE","Gentoo","Gentoo","MALE"
"3588","Biscoe",48.9,15.45,220,5500,"MALE","Gentoo","Gentoo","MALE"
"3589","Biscoe",49.2,15.5,221.5,5425,"MALE","Gentoo","Gentoo","MALE"
"3590","Biscoe",48.05,15.45,219,5425,"MALE","Gentoo","Gentoo","MALE"
"3591","Biscoe",47.5,14.95,216.5,5825,"MALE","Gentoo","Gentoo","MALE"
"3592","Biscoe",50.1,16.15,223.5,5575,"MALE","Gentoo","Gentoo","MALE"
"3593","Biscoe",49.8,15.5,218.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3594","Biscoe",53.9,15.6,222.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3595","Biscoe",46.85,16,221.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3596","Biscoe",50.1,15.65,218,5550,"MALE","Gentoo","Gentoo","MALE"
"3597","Biscoe",50.15,15.95,216.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3598","Biscoe",51.3,16.6,222.5,5425,"MALE","Gentoo","Gentoo","MALE"
"3599","Biscoe",47.1,16.5,225.5,5450,"MALE","Gentoo","Gentoo","MALE"
"3600","Biscoe",49.75,15.5,218,5650,"MALE","Gentoo","Gentoo","MALE"
"3601","Biscoe",49.65,15.15,220.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3602","Biscoe",49.05,15.75,220,5700,"MALE","Gentoo","Gentoo","MALE"
"3603","Biscoe",50.4,15.25,226,5600,"MALE","Gentoo","Gentoo","MALE"
"3604","Biscoe",51.75,15.25,217.5,4900,"MALE","Gentoo","Gentoo","MALE"
"3605","Biscoe",48.4,16.05,226,5750,"MALE","Gentoo","Gentoo","MALE"
"3606","Biscoe",50.55,15.75,215,5575,"MALE","Gentoo","Gentoo","MALE"
"3607","Biscoe",50.1,15.35,227.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3608","Biscoe",46,16.5,225.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3609","Biscoe",48.05,15.45,229.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3610","Biscoe",48,15.35,219.5,5212.5,"MALE","Gentoo","Gentoo","MALE"
"3611","Biscoe",48.7,16.45,223,5400,"MALE","Gentoo","Gentoo","MALE"
"3612","Biscoe",50.15,15.15,221.5,5650,"MALE","Gentoo","Gentoo","MALE"
"3613","Biscoe",50.1,15.05,215,5450,"MALE","Gentoo","Gentoo","MALE"
"3614","Biscoe",48.05,14.8,218,5775,"MALE","Gentoo","Gentoo","MALE"
"3615","Biscoe",49.6,15.55,215.5,5800,"MALE","Gentoo","Gentoo","MALE"
"3616","Biscoe",50.6,15.1,230,5675,"MALE","Gentoo","Gentoo","MALE"
"3617","Biscoe",52.05,15.1,224.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3618","Biscoe",48.4,15.25,221.5,5675,"MALE","Gentoo","Gentoo","MALE"
"3619","Biscoe",50.55,15.4,231,5325,"MALE","Gentoo","Gentoo","MALE"
"3620","Biscoe",47.55,15.2,221,5725,"MALE","Gentoo","Gentoo","MALE"
"3621","Biscoe",49.2,14.95,224,5725,"MALE","Gentoo","Gentoo","MALE"
"3622","Biscoe",49.3,15.3,222,5300,"MALE","Gentoo","Gentoo","MALE"
"3623","Biscoe",45.65,15.45,218.5,5700,"MALE","Gentoo","Gentoo","MALE"
"3624","Biscoe",51.15,16.4,216,5475,"MALE","Gentoo","Gentoo","MALE"
"3625","Biscoe",47.3,16.1,216.5,5175,"MALE","Gentoo","Gentoo","MALE"
"3626","Biscoe",47.75,16,220.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3627","Biscoe",50.15,16.55,222.5,5700,"MALE","Gentoo","Gentoo","MALE"
"3628","Biscoe",55.9,15.65,223,5237.5,"MALE","Gentoo","Gentoo","MALE"
"3629","Biscoe",48.9,15.55,228,5225,"MALE","Gentoo","Gentoo","MALE"
"3630","Biscoe",56.95,15.05,222.5,5312.5,"MALE","Gentoo","Gentoo","MALE"
"3631","Biscoe",47.6,16.6,222.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3632","Biscoe",50,15.95,222,5275,"MALE","Gentoo","Gentoo","MALE"
"3633","Biscoe",48.9,17.05,226,5525,"MALE","Gentoo","Gentoo","MALE"
"3634","Biscoe",49.45,16.6,226.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3635","Biscoe",52.05,14.9,223,5675,"MALE","Gentoo","Gentoo","MALE"
"3636","Biscoe",51.05,15.65,216.5,5675,"MALE","Gentoo","Gentoo","MALE"
"3637","Biscoe",47.95,15.9,220,5425,"MALE","Gentoo","Gentoo","MALE"
"3638","Biscoe",48.3,15.3,218.5,5275,"MALE","Gentoo","Gentoo","MALE"
"3639","Biscoe",49.3,16.35,215,5225,"MALE","Gentoo","Gentoo","MALE"
"3640","Biscoe",52.9,15.75,218.5,5675,"MALE","Gentoo","Gentoo","MALE"
"3641","Biscoe",52.55,16.1,229,5275,"MALE","Gentoo","Gentoo","MALE"
"3642","Biscoe",47.55,16.35,225,5325,"MALE","Gentoo","Gentoo","MALE"
"3643","Biscoe",50.05,15.65,221,5475,"MALE","Gentoo","Gentoo","MALE"
"3644","Biscoe",50.9,16.75,226,5600,"MALE","Gentoo","Gentoo","MALE"
"3645","Biscoe",48.55,14.6,228,5225,"MALE","Gentoo","Gentoo","MALE"
"3646","Biscoe",55,16.2,220.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3647","Biscoe",48.6,15.35,223,5350,"MALE","Gentoo","Gentoo","MALE"
"3648","Biscoe",51.05,15.7,219.5,5400,"MALE","Gentoo","Gentoo","MALE"
"3649","Biscoe",50.4,15.65,222.5,5425,"MALE","Gentoo","Gentoo","MALE"
"3650","Biscoe",50.1,15.75,230,5650,"MALE","Gentoo","Gentoo","MALE"
"3651","Biscoe",50.6,15.55,219.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3652","Biscoe",48,16,219,5262.5,"MALE","Gentoo","Gentoo","MALE"
"3653","Biscoe",54.4,15.6,219.5,5450,"MALE","Gentoo","Gentoo","MALE"
"3654","Biscoe",52.95,16.05,215,5387.5,"MALE","Gentoo","Gentoo","MALE"
"3655","Biscoe",49.9,15.55,220.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3656","Biscoe",49.3,14.7,221.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3657","Biscoe",48.4,15.65,216.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3658","Biscoe",49.05,15.25,219,5400,"MALE","Gentoo","Gentoo","MALE"
"3659","Biscoe",49.95,16.65,216.5,5262.5,"MALE","Gentoo","Gentoo","MALE"
"3660","Biscoe",49.45,15.35,220,5325,"MALE","Gentoo","Gentoo","MALE"
"3661","Biscoe",49.55,15.9,224.5,5925,"MALE","Gentoo","Gentoo","MALE"
"3662","Biscoe",47.95,16.3,222.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3663","Biscoe",51,15.4,225,5650,"MALE","Gentoo","Gentoo","MALE"
"3664","Biscoe",48.4,15.65,227.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3665","Biscoe",49.35,15.65,219.5,5550,"MALE","Gentoo","Gentoo","MALE"
"3666","Biscoe",49.15,16.15,219.5,5425,"MALE","Gentoo","Gentoo","MALE"
"3667","Biscoe",47.85,15.7,221,5250,"MALE","Gentoo","Gentoo","MALE"
"3668","Biscoe",50.3,15.3,224.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3669","Biscoe",50.95,16.55,215,5725,"MALE","Gentoo","Gentoo","MALE"
"3670","Biscoe",52.25,15.75,222.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3671","Biscoe",51.85,15.5,214.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3672","Biscoe",50.6,16.1,222,5625,"MALE","Gentoo","Gentoo","MALE"
"3673","Biscoe",48.6,15.4,220,5437.5,"MALE","Gentoo","Gentoo","MALE"
"3674","Biscoe",50.05,16.55,228,5850,"MALE","Gentoo","Gentoo","MALE"
"3675","Biscoe",50.7,15.45,220,5500,"MALE","Gentoo","Gentoo","MALE"
"3676","Biscoe",52.85,15.95,221.5,5575,"MALE","Gentoo","Gentoo","MALE"
"3677","Biscoe",52.9,16.15,224,5550,"MALE","Gentoo","Gentoo","MALE"
"3678","Biscoe",48.2,14.85,219,5350,"MALE","Gentoo","Gentoo","MALE"
"3679","Biscoe",49.35,15.7,220.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3680","Biscoe",48.75,15.9,219.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3681","Biscoe",50.75,15.7,223.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3682","Biscoe",48.7,16.05,221,5575,"MALE","Gentoo","Gentoo","MALE"
"3683","Biscoe",50.95,14.85,217.5,5300,"MALE","Gentoo","Gentoo","MALE"
"3684","Biscoe",47.6,16.2,224,4875,"MALE","Gentoo","Gentoo","MALE"
"3685","Biscoe",49.9,15.95,225,5525,"MALE","Gentoo","Gentoo","MALE"
"3686","Biscoe",51.5,15.2,226,5212.5,"MALE","Gentoo","Gentoo","MALE"
"3687","Biscoe",49.45,15.05,221.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3688","Biscoe",50.65,15.55,225.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3689","Biscoe",45.7,16,220,5150,"MALE","Gentoo","Gentoo","MALE"
"3690","Biscoe",50.35,15,218.5,5250,"MALE","Gentoo","Gentoo","MALE"
"3691","Biscoe",51.65,17.05,224.5,5200,"MALE","Gentoo","Gentoo","MALE"
"3692","Biscoe",47.45,15.8,217.5,5275,"MALE","Gentoo","Gentoo","MALE"
"3693","Biscoe",49.2,15.55,229,5600,"MALE","Gentoo","Gentoo","MALE"
"3694","Biscoe",47.4,15.55,222,5850,"MALE","Gentoo","Gentoo","MALE"
"3695","Biscoe",45.9,15.65,225,5325,"MALE","Gentoo","Gentoo","MALE"
"3696","Biscoe",45.1,16.4,221.5,5725,"MALE","Gentoo","Gentoo","MALE"
"3697","Biscoe",49.3,15.55,228.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3698","Biscoe",46.5,15.6,221.5,5100,"MALE","Gentoo","Gentoo","MALE"
"3699","Biscoe",50.65,15.85,222,5550,"MALE","Gentoo","Gentoo","MALE"
"3700","Biscoe",50.65,15.85,214,5325,"MALE","Gentoo","Gentoo","MALE"
"3701","Biscoe",50.95,15.85,222.5,5250,"MALE","Gentoo","Gentoo","MALE"
"3702","Biscoe",46.7,16.25,222.5,5125,"MALE","Gentoo","Gentoo","MALE"
"3703","Biscoe",50.4,16.1,216.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3704","Biscoe",52.6,16.35,220,5575,"MALE","Gentoo","Gentoo","MALE"
"3705","Biscoe",49.9,15,226,5800,"MALE","Gentoo","Gentoo","MALE"
"3706","Biscoe",50.05,16.3,226.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3707","Biscoe",47.5,16.35,218.5,5450,"MALE","Gentoo","Gentoo","MALE"
"3708","Biscoe",47.1,15.4,220.5,5175,"MALE","Gentoo","Gentoo","MALE"
"3709","Biscoe",47.05,16.35,230.5,5675,"MALE","Gentoo","Gentoo","MALE"
"3710","Biscoe",53.2,15.5,222.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3711","Biscoe",46.55,15.3,224.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3712","Biscoe",50.6,15.15,217,5325,"MALE","Gentoo","Gentoo","MALE"
"3713","Biscoe",47.4,15.75,223.5,5350,"MALE","Gentoo","Gentoo","MALE"
"3714","Biscoe",50.55,16.15,214.5,5300,"MALE","Gentoo","Gentoo","MALE"
"3715","Biscoe",48.25,15.4,224.5,5200,"MALE","Gentoo","Gentoo","MALE"
"3716","Biscoe",45.85,16.45,222.5,5675,"MALE","Gentoo","Gentoo","MALE"
"3717","Biscoe",54.35,15.45,221.5,4875,"MALE","Gentoo","Gentoo","MALE"
"3718","Biscoe",49,16.45,224,5675,"MALE","Gentoo","Gentoo","MALE"
"3719","Biscoe",47.3,15.1,229.5,5575,"MALE","Gentoo","Gentoo","MALE"
"3720","Biscoe",47.35,15.4,216,5525,"MALE","Gentoo","Gentoo","MALE"
"3721","Biscoe",50.9,15.95,223.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3722","Biscoe",52.1,15.45,215.5,5550,"MALE","Gentoo","Gentoo","MALE"
"3723","Biscoe",52.5,15.5,224,5325,"MALE","Gentoo","Gentoo","MALE"
"3724","Biscoe",52.25,15.15,222.5,5800,"MALE","Gentoo","Gentoo","MALE"
"3725","Biscoe",50.25,15.65,223.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3726","Biscoe",50.95,14.9,222,5425,"MALE","Gentoo","Gentoo","MALE"
"3727","Biscoe",50.15,15.5,220,5750,"MALE","Gentoo","Gentoo","MALE"
"3728","Biscoe",49.65,15.95,222.5,5750,"MALE","Gentoo","Gentoo","MALE"
"3729","Biscoe",49.9,15.35,220,5225,"MALE","Gentoo","Gentoo","MALE"
"3730","Biscoe",49.6,15.65,224.5,5000,"MALE","Gentoo","Gentoo","MALE"
"3731","Biscoe",49.2,16.35,222,5525,"MALE","Gentoo","Gentoo","MALE"
"3732","Biscoe",49.45,15.15,221.5,5425,"MALE","Gentoo","Gentoo","MALE"
"3733","Biscoe",49,15.15,226,5350,"MALE","Gentoo","Gentoo","MALE"
"3734","Biscoe",47.5,15.9,217,5825,"MALE","Gentoo","Gentoo","MALE"
"3735","Biscoe",51.25,15.5,227,5750,"MALE","Gentoo","Gentoo","MALE"
"3736","Biscoe",45.75,15.45,218.5,5500,"MALE","Gentoo","Gentoo","MALE"
"3737","Biscoe",48.6,15.45,222,5325,"MALE","Gentoo","Gentoo","MALE"
"3738","Biscoe",47.4,16.05,226,5375,"MALE","Gentoo","Gentoo","MALE"
"3739","Biscoe",50.15,15.05,219,5350,"MALE","Gentoo","Gentoo","MALE"
"3740","Biscoe",49.35,15.7,218,5525,"MALE","Gentoo","Gentoo","MALE"
"3741","Biscoe",49.25,16.05,220.5,5625,"MALE","Gentoo","Gentoo","MALE"
"3742","Biscoe",50.2,16.7,222.5,5200,"MALE","Gentoo","Gentoo","MALE"
"3743","Biscoe",52.4,15.7,212.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3744","Biscoe",49.7,15.4,218.5,5900,"MALE","Gentoo","Gentoo","MALE"
"3745","Biscoe",46.45,16.2,220.5,5950,"MALE","Gentoo","Gentoo","MALE"
"3746","Biscoe",49.05,15.7,220.5,5475,"MALE","Gentoo","Gentoo","MALE"
"3747","Biscoe",49.95,16.1,230,5325,"MALE","Gentoo","Gentoo","MALE"
"3748","Biscoe",51,15.95,225,5200,"MALE","Gentoo","Gentoo","MALE"
"3749","Biscoe",48.4,15,223,5725,"MALE","Gentoo","Gentoo","MALE"
"3750","Biscoe",52.75,15.7,224.5,5100,"MALE","Gentoo","Gentoo","MALE"
"3751","Biscoe",52.95,16.55,229.5,5600,"MALE","Gentoo","Gentoo","MALE"
"3752","Biscoe",45.25,15.55,226.5,5375,"MALE","Gentoo","Gentoo","MALE"
"3753","Biscoe",50,16,222.5,5025,"MALE","Gentoo","Gentoo","MALE"
"3754","Biscoe",49.1,16.2,224,5250,"MALE","Gentoo","Gentoo","MALE"
"3755","Biscoe",50.1,15.75,220,5250,"MALE","Gentoo","Gentoo","MALE"
"3756","Biscoe",48.15,15.35,225,5425,"MALE","Gentoo","Gentoo","MALE"
"3757","Biscoe",47.95,15.6,226,5250,"MALE","Gentoo","Gentoo","MALE"
"3758","Biscoe",49.6,15.65,228,5550,"MALE","Gentoo","Gentoo","MALE"
"3759","Biscoe",46.8,14.9,223,5425,"MALE","Gentoo","Gentoo","MALE"
"3760","Biscoe",46.75,16.4,216.5,5700,"MALE","Gentoo","Gentoo","MALE"
"3761","Biscoe",47.7,15.7,214,5450,"MALE","Gentoo","Gentoo","MALE"
"3762","Biscoe",50.2,15.65,223.5,5700,"MALE","Gentoo","Gentoo","MALE"
"3763","Biscoe",49.3,15.8,218,5600,"MALE","Gentoo","Gentoo","MALE"
"3764","Biscoe",50.05,16.3,219.5,5075,"MALE","Gentoo","Gentoo","MALE"
"3765","Biscoe",50.9,15.6,225,5450,"MALE","Gentoo","Gentoo","MALE"
"3766","Biscoe",48.25,15.8,222,5550,"MALE","Gentoo","Gentoo","MALE"
"3767","Biscoe",47.25,15.4,219,5175,"MALE","Gentoo","Gentoo","MALE"
"3768","Biscoe",48.7,14.8,226,5312.5,"MALE","Gentoo","Gentoo","MALE"
"3769","Biscoe",53.45,15.8,225.5,5225,"MALE","Gentoo","Gentoo","MALE"
"3770","Biscoe",51.15,15.45,219,5750,"MALE","Gentoo","Gentoo","MALE"
"3771","Biscoe",48.05,16.45,222,5625,"MALE","Gentoo","Gentoo","MALE"
"3772","Biscoe",50.3,16.15,224.5,5275,"MALE","Gentoo","Gentoo","MALE"
"3773","Biscoe",47.85,15.55,226.5,5900,"MALE","Gentoo","Gentoo","MALE"
"3774","Biscoe",47.15,15.75,218.5,5525,"MALE","Gentoo","Gentoo","MALE"
"3775","Biscoe",49.25,15.45,222.5,5850,"MALE","Gentoo","Gentoo","MALE"
"3776","Biscoe",47,16.55,220.5,5575,"MALE","Gentoo","Gentoo","MALE"
"3777","Biscoe",53.8,15.5,217,5125,"MALE","Gentoo","Gentoo","MALE"
"3778","Biscoe",51.4,16.35,227.5,5050,"MALE","Gentoo","Gentoo","MALE"
"3779","Biscoe",47.95,15.95,221,5475,"MALE","Gentoo","Gentoo","MALE"
